E,E_actual,bits_lower,bits_upper,f_lower,f_upper,float_lower_interval_cap,float_upper_interval_cap,num_floats_in_interval,k,e,regime_length,exponent_bits_length,fraction_bits,p_lower,p_upper,posit_lower_interval_cap,posit_upper_interval_cap,num_posits_in_interval
109,-18,50331648,58720255,3.8146973e-6,7.629394e-6,00110110100000000000000000000000,00110110111111111111111111111111,8388608,-5,2,6,2,23,Posit32(3.814697265625e-6),Posit32(7.629394076502649e-6),00000011000000000000000000000000,00000011011111111111111111111111,8388608
110,-17,58720256,67108863,7.6293945e-6,1.5258788e-5,00110111000000000000000000000000,00110111011111111111111111111111,8388608,-5,3,6,2,23,Posit32(7.62939453125e-6),Posit32(1.5258788153005298e-5),00000011100000000000000000000000,00000011111111111111111111111111,8388608
111,-16,67108864,83886079,1.5258789e-5,3.0517576e-5,00110111100000000000000000000000,00110111111111111111111111111111,8388608,-4,0,5,2,24,Posit32(1.52587890625e-5),Posit32(3.0517577215505298e-5),00000100000000000000000000000000,00000100111111111111111111111111,16777216
112,-15,83886080,100663295,3.0517578e-5,6.1035153e-5,00111000000000000000000000000000,00111000011111111111111111111111,8388608,-4,1,5,2,24,Posit32(3.0517578125e-5),Posit32(6.1035154431010596e-5),00000101000000000000000000000000,00000101111111111111111111111111,16777216
113,-14,100663296,117440511,6.1035156e-5,0.000122070305,00111000100000000000000000000000,00111000111111111111111111111111,8388608,-4,2,5,2,24,Posit32(6.103515625e-5),Posit32(0.00012207030886202119),00000110000000000000000000000000,00000110111111111111111111111111,16777216
114,-13,117440512,134217727,0.00012207031,0.00024414061,00111001000000000000000000000000,00111001011111111111111111111111,8388608,-4,3,5,2,24,Posit32(0.0001220703125),Posit32(0.00024414061772404239),00000111000000000000000000000000,00000111111111111111111111111111,16777216
115,-12,134217728,167772159,0.00024414062,0.00048828122,00111001100000000000000000000000,00111001111111111111111111111111,8388608,-3,0,4,2,25,Posit32(0.000244140625),Posit32(0.0004882812427240424),00001000000000000000000000000000,00001001111111111111111111111111,33554432
116,-11,167772160,201326591,0.00048828125,0.00097656244,00111010000000000000000000000000,00111010011111111111111111111111,8388608,-3,1,4,2,25,Posit32(0.00048828125),Posit32(0.0009765624854480848),00001010000000000000000000000000,00001011111111111111111111111111,33554432
117,-10,201326592,234881023,0.0009765625,0.0019531249,00111010100000000000000000000000,00111010111111111111111111111111,8388608,-3,2,4,2,25,Posit32(0.0009765625),Posit32(0.0019531249708961695),00001100000000000000000000000000,00001101111111111111111111111111,33554432
118,-9,234881024,268435455,0.001953125,0.0039062498,00111011000000000000000000000000,00111011011111111111111111111111,8388608,-3,3,4,2,25,Posit32(0.001953125),Posit32(0.003906249941792339),00001110000000000000000000000000,00001111111111111111111111111111,33554432
119,-8,268435456,335544319,0.00390625,0.0078124995,00111011100000000000000000000000,00111011111111111111111111111111,8388608,-2,0,3,2,26,Posit32(0.00390625),Posit32(0.007812499941792339),00010000000000000000000000000000,00010011111111111111111111111111,67108864
120,-7,335544320,402653183,0.0078125,0.015624999,00111100000000000000000000000000,00111100011111111111111111111111,8388608,-2,1,3,2,26,Posit32(0.0078125),Posit32(0.015624999883584678),00010100000000000000000000000000,00010111111111111111111111111111,67108864
121,-6,402653184,469762047,0.015625,0.031249998,00111100100000000000000000000000,00111100111111111111111111111111,8388608,-2,2,3,2,26,Posit32(0.015625),Posit32(0.031249999767169356),00011000000000000000000000000000,00011011111111111111111111111111,67108864
122,-5,469762048,536870911,0.03125,0.062499996,00111101000000000000000000000000,00111101011111111111111111111111,8388608,-2,3,3,2,26,Posit32(0.03125),Posit32(0.06249999953433871),00011100000000000000000000000000,00011111111111111111111111111111,67108864
123,-4,536870912,671088639,0.0625,0.12499999,00111101100000000000000000000000,00111101111111111111111111111111,8388608,-1,0,2,2,27,Posit32(0.0625),Posit32(0.12499999953433871),00100000000000000000000000000000,00100111111111111111111111111111,134217728
124,-3,671088640,805306367,0.125,0.24999999,00111110000000000000000000000000,00111110011111111111111111111111,8388608,-1,1,2,2,27,Posit32(0.125),Posit32(0.24999999906867743),00101000000000000000000000000000,00101111111111111111111111111111,134217728
125,-2,805306368,939524095,0.25,0.49999997,00111110100000000000000000000000,00111110111111111111111111111111,8388608,-1,2,2,2,27,Posit32(0.25),Posit32(0.49999999813735485),00110000000000000000000000000000,00110111111111111111111111111111,134217728
126,-1,939524096,1073741823,0.5,0.99999994,00111111000000000000000000000000,00111111011111111111111111111111,8388608,-1,3,2,2,27,Posit32(0.5),Posit32(0.9999999962747097),00111000000000000000000000000000,00111111111111111111111111111111,134217728
127,0,1073741824,1207959551,1.0,1.9999999,00111111100000000000000000000000,00111111111111111111111111111111,8388608,0,0,2,2,27,Posit32(1.0),Posit32(1.9999999925494194),01000000000000000000000000000000,01000111111111111111111111111111,134217728
128,1,1207959552,1342177279,2.0,3.9999998,01000000000000000000000000000000,01000000011111111111111111111111,8388608,0,1,2,2,27,Posit32(2.0),Posit32(3.999999985098839),01001000000000000000000000000000,01001111111111111111111111111111,134217728
129,2,1342177280,1476395007,4.0,7.9999995,01000000100000000000000000000000,01000000111111111111111111111111,8388608,0,2,2,2,27,Posit32(4.0),Posit32(7.999999970197678),01010000000000000000000000000000,01010111111111111111111111111111,134217728
130,3,1476395008,1610612735,8.0,15.999999,01000001000000000000000000000000,01000001011111111111111111111111,8388608,0,3,2,2,27,Posit32(8.0),Posit32(15.999999940395355),01011000000000000000000000000000,01011111111111111111111111111111,134217728
131,4,1610612736,1677721599,16.0,31.999998,01000001100000000000000000000000,01000001111111111111111111111111,8388608,1,0,3,2,26,Posit32(16.0),Posit32(31.99999976158142),01100000000000000000000000000000,01100011111111111111111111111111,67108864
132,5,1677721600,1744830463,32.0,63.999996,01000010000000000000000000000000,01000010011111111111111111111111,8388608,1,1,3,2,26,Posit32(32.0),Posit32(63.99999952316284),01100100000000000000000000000000,01100111111111111111111111111111,67108864
133,6,1744830464,1811939327,64.0,127.99999,01000010100000000000000000000000,01000010111111111111111111111111,8388608,1,2,3,2,26,Posit32(64.0),Posit32(127.99999904632568),01101000000000000000000000000000,01101011111111111111111111111111,67108864
134,7,1811939328,1879048191,128.0,255.99998,01000011000000000000000000000000,01000011011111111111111111111111,8388608,1,3,3,2,26,Posit32(128.0),Posit32(255.99999809265137),01101100000000000000000000000000,01101111111111111111111111111111,67108864
135,8,1879048192,1912602623,256.0,511.99997,01000011100000000000000000000000,01000011111111111111111111111111,8388608,2,0,4,2,25,Posit32(256.0),Posit32(511.99999237060547),01110000000000000000000000000000,01110001111111111111111111111111,33554432
136,9,1912602624,1946157055,512.0,1023.99994,01000100000000000000000000000000,01000100011111111111111111111111,8388608,2,1,4,2,25,Posit32(512.0),Posit32(1023.9999847412109),01110010000000000000000000000000,01110011111111111111111111111111,33554432
137,10,1946157056,1979711487,1024.0,2047.9999,01000100100000000000000000000000,01000100111111111111111111111111,8388608,2,2,4,2,25,Posit32(1024.0),Posit32(2047.9999694824219),01110100000000000000000000000000,01110101111111111111111111111111,33554432
138,11,1979711488,2013265919,2048.0,4095.9998,01000101000000000000000000000000,01000101011111111111111111111111,8388608,2,3,4,2,25,Posit32(2048.0),Posit32(4095.9999389648438),01110110000000000000000000000000,01110111111111111111111111111111,33554432
139,12,2013265920,2030043135,4096.0,8191.9995,01000101100000000000000000000000,01000101111111111111111111111111,8388608,3,0,5,2,24,Posit32(4096.0),Posit32(8191.999755859375),01111000000000000000000000000000,01111000111111111111111111111111,16777216
140,13,2030043136,2046820351,8192.0,16383.999,01000110000000000000000000000000,01000110011111111111111111111111,8388608,3,1,5,2,24,Posit32(8192.0),Posit32(16383.99951171875),01111001000000000000000000000000,01111001111111111111111111111111,16777216
141,14,2046820352,2063597567,16384.0,32767.998,01000110100000000000000000000000,01000110111111111111111111111111,8388608,3,2,5,2,24,Posit32(16384.0),Posit32(32767.9990234375),01111010000000000000000000000000,01111010111111111111111111111111,16777216
142,15,2063597568,2080374783,32768.0,65535.996,01000111000000000000000000000000,01000111011111111111111111111111,8388608,3,3,5,2,24,Posit32(32768.0),Posit32(65535.998046875),01111011000000000000000000000000,01111011111111111111111111111111,16777216
143,16,2080374784,2088763391,65536.0,131071.99,01000111100000000000000000000000,01000111111111111111111111111111,8388608,4,0,6,2,23,Posit32(65536.0),Posit32(131071.9921875),01111100000000000000000000000000,01111100011111111111111111111111,8388608
144,17,2088763392,2097151999,131072.0,262143.98,01001000000000000000000000000000,01001000011111111111111111111111,8388608,4,1,6,2,23,Posit32(131072.0),Posit32(262143.984375),01111100100000000000000000000000,01111100111111111111111111111111,8388608
145,18,2097152000,2105540607,262144.0,524287.97,01001000100000000000000000000000,01001000111111111111111111111111,8388608,4,2,6,2,23,Posit32(262144.0),Posit32(524287.96875),01111101000000000000000000000000,01111101011111111111111111111111,8388608
146,19,2105540608,2113929215,524288.0,1.04857594e6,01001001000000000000000000000000,01001001011111111111111111111111,8388608,4,3,6,2,23,Posit32(524288.0),Posit32(1.0485759375e6),01111101100000000000000000000000,01111101111111111111111111111111,8388608
147,20,2113929216,2118123519,1.048576e6,2.0971519e6,01001001100000000000000000000000,01001001111111111111111111111111,8388608,5,0,7,2,22,Posit32(1.048576e6),Posit32(2.09715175e6),01111110000000000000000000000000,01111110001111111111111111111111,4194304
148,21,2118123520,2122317823,2.097152e6,4.1943038e6,01001010000000000000000000000000,01001010011111111111111111111111,8388608,5,1,7,2,22,Posit32(2.097152e6),Posit32(4.1943035e6),01111110010000000000000000000000,01111110011111111111111111111111,4194304
149,22,2122317824,2126512127,4.194304e6,8.3886075e6,01001010100000000000000000000000,01001010111111111111111111111111,8388608,5,2,7,2,22,Posit32(4.194304e6),Posit32(8.388607e6),01111110100000000000000000000000,01111110101111111111111111111111,4194304
150,23,2126512128,2130706431,8.388608e6,1.6777215e7,01001011000000000000000000000000,01001011011111111111111111111111,8388608,5,3,7,2,22,Posit32(8.388608e6),Posit32(1.6777214e7),01111110110000000000000000000000,01111110111111111111111111111111,4194304
151,24,2130706432,2132803583,1.6777216e7,3.355443e7,01001011100000000000000000000000,01001011111111111111111111111111,8388608,6,0,8,2,21,Posit32(1.6777216e7),Posit32(3.3554424e7),01111111000000000000000000000000,01111111000111111111111111111111,2097152
152,25,2132803584,2134900735,3.3554432e7,6.710886e7,01001100000000000000000000000000,01001100011111111111111111111111,8388608,6,1,8,2,21,Posit32(3.3554432e7),Posit32(6.7108848e7),01111111001000000000000000000000,01111111001111111111111111111111,2097152
153,26,2134900736,2136997887,6.7108864e7,1.3421772e8,01001100100000000000000000000000,01001100111111111111111111111111,8388608,6,2,8,2,21,Posit32(6.7108864e7),Posit32(1.34217696e8),01111111010000000000000000000000,01111111010111111111111111111111,2097152
154,27,2136997888,2139095039,1.3421773e8,2.6843544e8,01001101000000000000000000000000,01001101011111111111111111111111,8388608,6,3,8,2,21,Posit32(1.34217728e8),Posit32(2.68435392e8),01111111011000000000000000000000,01111111011111111111111111111111,2097152
155,28,2139095040,2140143615,2.6843546e8,5.3687088e8,01001101100000000000000000000000,01001101111111111111111111111111,8388608,7,0,9,2,20,Posit32(2.68435456e8),Posit32(5.36870656e8),01111111100000000000000000000000,01111111100011111111111111111111,1048576
156,29,2140143616,2141192191,5.368709e8,1.07374176e9,01001110000000000000000000000000,01001110011111111111111111111111,8388608,7,1,9,2,20,Posit32(5.36870912e8),Posit32(1.073741312e9),01111111100100000000000000000000,01111111100111111111111111111111,1048576
157,30,2141192192,2142240767,1.0737418e9,2.1474835e9,01001110100000000000000000000000,01001110111111111111111111111111,8388608,7,2,9,2,20,Posit32(1.073741824e9),Posit32(2.147482624e9),01111111101000000000000000000000,01111111101011111111111111111111,1048576
158,31,2142240768,2143289343,2.1474836e9,4.294967e9,01001111000000000000000000000000,01001111011111111111111111111111,8388608,7,3,9,2,20,Posit32(2.147483648e9),Posit32(4.294965248e9),01111111101100000000000000000000,01111111101111111111111111111111,1048576
159,32,2143289344,2143813631,4.2949673e9,8.589934e9,01001111100000000000000000000000,01001111111111111111111111111111,8388608,8,0,10,2,19,Posit32(4.294967296e9),Posit32(8.5899264e9),01111111110000000000000000000000,01111111110001111111111111111111,524288
160,33,2143813632,2144337919,8.589935e9,1.7179868e10,01010000000000000000000000000000,01010000011111111111111111111111,8388608,8,1,10,2,19,Posit32(8.589934592e9),Posit32(1.71798528e10),01111111110010000000000000000000,01111111110011111111111111111111,524288
161,34,2144337920,2144862207,1.717987e10,3.4359736e10,01010000100000000000000000000000,01010000111111111111111111111111,8388608,8,2,10,2,19,Posit32(1.7179869184e10),Posit32(3.43597056e10),01111111110100000000000000000000,01111111110101111111111111111111,524288
162,35,2144862208,2145386495,3.435974e10,6.8719473e10,01010001000000000000000000000000,01010001011111111111111111111111,8388608,8,3,10,2,19,Posit32(3.4359738368e10),Posit32(6.87194112e10),01111111110110000000000000000000,01111111110111111111111111111111,524288
163,36,2145386496,2145648639,6.871948e10,1.37438945e11,01010001100000000000000000000000,01010001111111111111111111111111,8388608,9,0,11,2,18,Posit32(6.8719476736e10),Posit32(1.37438691328e11),01111111111000000000000000000000,01111111111000111111111111111111,262144
164,37,2145648640,2145910783,1.3743895e11,2.7487789e11,01010010000000000000000000000000,01010010011111111111111111111111,8388608,9,1,11,2,18,Posit32(1.37438953472e11),Posit32(2.74877382656e11),01111111111001000000000000000000,01111111111001111111111111111111,262144
165,38,2145910784,2146172927,2.748779e11,5.4975578e11,01010010100000000000000000000000,01010010111111111111111111111111,8388608,9,2,11,2,18,Posit32(2.74877906944e11),Posit32(5.49754765312e11),01111111111010000000000000000000,01111111111010111111111111111111,262144
166,39,2146172928,2146435071,5.497558e11,1.09951156e12,01010011000000000000000000000000,01010011011111111111111111111111,8388608,9,3,11,2,18,Posit32(5.49755813888e11),Posit32(1.099509530624e12),01111111111011000000000000000000,01111111111011111111111111111111,262144
167,40,2146435072,2146566143,1.0995116e12,2.1990231e12,01010011100000000000000000000000,01010011111111111111111111111111,8388608,10,0,12,2,17,Posit32(1.099511627776e12),Posit32(2.199014866944e12),01111111111100000000000000000000,01111111111100011111111111111111,131072
168,41,2146566144,2146697215,2.1990233e12,4.3980462e12,01010100000000000000000000000000,01010100011111111111111111111111,8388608,10,1,12,2,17,Posit32(2.199023255552e12),Posit32(4.398029733888e12),01111111111100100000000000000000,01111111111100111111111111111111,131072
169,42,2146697216,2146828287,4.3980465e12,8.7960925e12,01010100100000000000000000000000,01010100111111111111111111111111,8388608,10,2,12,2,17,Posit32(4.398046511104e12),Posit32(8.796059467776e12),01111111111101000000000000000000,01111111111101011111111111111111,131072
170,43,2146828288,2146959359,8.796093e12,1.7592185e13,01010101000000000000000000000000,01010101011111111111111111111111,8388608,10,3,12,2,17,Posit32(8.796093022208e12),Posit32(1.7592118935552e13),01111111111101100000000000000000,01111111111101111111111111111111,131072
171,44,2146959360,2147024895,1.7592186e13,3.518437e13,01010101100000000000000000000000,01010101111111111111111111111111,8388608,11,0,13,2,16,Posit32(1.7592186044416e13),Posit32(3.5184103653376e13),01111111111110000000000000000000,01111111111110001111111111111111,65536
172,45,2147024896,2147090431,3.5184372e13,7.036874e13,01010110000000000000000000000000,01010110011111111111111111111111,8388608,11,1,13,2,16,Posit32(3.5184372088832e13),Posit32(7.0368207306752e13),01111111111110010000000000000000,01111111111110011111111111111111,65536
173,46,2147090432,2147155967,7.0368744e13,1.4073748e14,01010110100000000000000000000000,01010110111111111111111111111111,8388608,11,2,13,2,16,Posit32(7.0368744177664e13),Posit32(1.40736414613504e14),01111111111110100000000000000000,01111111111110101111111111111111,65536
174,47,2147155968,2147221503,1.4073749e14,2.8147496e14,01010111000000000000000000000000,01010111011111111111111111111111,8388608,11,3,13,2,16,Posit32(1.40737488355328e14),Posit32(2.81472829227008e14),01111111111110110000000000000000,01111111111110111111111111111111,65536
175,48,2147221504,2147254271,2.8147498e14,5.6294992e14,01010111100000000000000000000000,01010111111111111111111111111111,8388608,12,0,14,2,15,Posit32(2.81474976710656e14),Posit32(5.6294136348672e14),01111111111111000000000000000000,01111111111111000111111111111111,32768
176,49,2147254272,2147287039,5.6294995e14,1.12589984e15,01011000000000000000000000000000,01011000011111111111111111111111,8388608,12,1,14,2,15,Posit32(5.62949953421312e14),Posit32(1.12588272697344e15),01111111111111001000000000000000,01111111111111001111111111111111,32768
177,50,2147287040,2147319807,1.1258999e15,2.2517997e15,01011000100000000000000000000000,01011000111111111111111111111111,8388608,12,2,14,2,15,Posit32(1.125899906842624e15),Posit32(2.25176545394688e15),01111111111111010000000000000000,01111111111111010111111111111111,32768
178,51,2147319808,2147352575,2.2517998e15,4.5035994e15,01011001000000000000000000000000,01011001011111111111111111111111,8388608,12,3,14,2,15,Posit32(2.251799813685248e15),Posit32(4.50353090789376e15),01111111111111011000000000000000,01111111111111011111111111111111,32768
179,52,2147352576,2147368959,4.5035996e15,9.0071987e15,01011001100000000000000000000000,01011001111111111111111111111111,8388608,13,0,15,2,14,Posit32(4.503599627370496e15),Posit32(9.006924376834048e15),01111111111111100000000000000000,01111111111111100011111111111111,16384
180,53,2147368960,2147385343,9.007199e15,1.8014397e16,01011010000000000000000000000000,01011010011111111111111111111111,8388608,13,1,15,2,14,Posit32(9.007199254740992e15),Posit32(1.8013848753668096e16),01111111111111100100000000000000,01111111111111100111111111111111,16384
181,54,2147385344,2147401727,1.8014399e16,3.6028795e16,01011010100000000000000000000000,01011010111111111111111111111111,8388608,13,2,15,2,14,Posit32(1.8014398509481984e16),Posit32(3.602769750733619e16),01111111111111101000000000000000,01111111111111101011111111111111,16384
182,55,2147401728,2147418111,3.6028797e16,7.205759e16,01011011000000000000000000000000,01011011011111111111111111111111,8388608,13,3,15,2,14,Posit32(3.602879701896397e16),Posit32(7.205539501467238e16),01111111111111101100000000000000,01111111111111101111111111111111,16384
183,56,2147418112,2147426303,7.2057594e16,1.4411518e17,01011011100000000000000000000000,01011011111111111111111111111111,8388608,14,0,16,2,13,Posit32(7.205759403792794e16),Posit32(1.4410639198283366e17),01111111111111110000000000000000,01111111111111110001111111111111,8192
184,57,2147426304,2147434495,1.4411519e17,2.8823036e17,01011100000000000000000000000000,01011100011111111111111111111111,8388608,14,1,16,2,13,Posit32(1.4411518807585587e17),Posit32(2.8821278396566733e17),01111111111111110010000000000000,01111111111111110011111111111111,8192
185,58,2147434496,2147442687,2.8823038e17,5.7646072e17,01011100100000000000000000000000,01011100111111111111111111111111,8388608,14,2,16,2,13,Posit32(2.8823037615171174e17),Posit32(5.7642556793133466e17),01111111111111110100000000000000,01111111111111110101111111111111,8192
186,59,2147442688,2147450879,5.7646075e17,1.15292144e18,01011101000000000000000000000000,01011101011111111111111111111111,8388608,14,3,16,2,13,Posit32(5.764607523034235e17),Posit32(1.1528511358626693e18),01111111111111110110000000000000,01111111111111110111111111111111,8192
187,60,2147450880,2147454975,1.1529215e18,2.3058429e18,01011101100000000000000000000000,01011101111111111111111111111111,8388608,15,0,17,2,12,Posit32(1.152921504606847e18),Posit32(2.3055615342369833e18),01111111111111111000000000000000,01111111111111111000111111111111,4096
188,61,2147454976,2147459071,2.305843e18,4.6116857e18,01011110000000000000000000000000,01011110011111111111111111111111,8388608,15,1,17,2,12,Posit32(2.305843009213694e18),Posit32(4.6111230684739666e18),01111111111111111001000000000000,01111111111111111001111111111111,4096
189,62,2147459072,2147463167,4.611686e18,9.2233715e18,01011110100000000000000000000000,01011110111111111111111111111111,8388608,15,2,17,2,12,Posit32(4.611686018427388e18),Posit32(9.222246136947933e18),01111111111111111010000000000000,01111111111111111010111111111111,4096
190,63,2147463168,2147467263,9.223372e18,1.8446743e19,01011111000000000000000000000000,01011111011111111111111111111111,8388608,15,3,17,2,12,Posit32(9.223372036854776e18),Posit32(1.8444492273895866e19),01111111111111111011000000000000,01111111111111111011111111111111,4096
191,64,2147467264,2147469311,1.8446744e19,3.6893486e19,01011111100000000000000000000000,01011111111111111111111111111111,8388608,16,0,18,2,11,Posit32(1.8446744073709552e19),Posit32(3.6884480948164362e19),01111111111111111100000000000000,01111111111111111100011111111111,2048
192,65,2147469312,2147471359,3.689349e19,7.378697e19,01100000000000000000000000000000,01100000011111111111111111111111,8388608,16,1,18,2,11,Posit32(3.6893488147419103e19),Posit32(7.3768961896328724e19),01111111111111111100100000000000,01111111111111111100111111111111,2048
193,66,2147471360,2147473407,7.378698e19,1.4757394e20,01100000100000000000000000000000,01100000111111111111111111111111,8388608,16,2,18,2,11,Posit32(7.378697629483821e19),Posit32(1.4753792379265745e20),01111111111111111101000000000000,01111111111111111101011111111111,2048
194,67,2147473408,2147475455,1.4757395e20,2.9514789e20,01100001000000000000000000000000,01100001011111111111111111111111,8388608,16,3,18,2,11,Posit32(1.4757395258967641e20),Posit32(2.950758475853149e20),01111111111111111101100000000000,01111111111111111101111111111111,2048
195,68,2147475456,2147476479,2.951479e20,5.9029578e20,01100001100000000000000000000000,01100001111111111111111111111111,8388608,17,0,19,2,10,Posit32(2.9514790517935283e20),Posit32(5.9000757998255394e20),01111111111111111110000000000000,01111111111111111110001111111111,1024
196,69,2147476480,2147477503,5.902958e20,1.18059155e21,01100010000000000000000000000000,01100010011111111111111111111111,8388608,17,1,19,2,10,Posit32(5.902958103587057e20),Posit32(1.1800151599651079e21),01111111111111111110010000000000,01111111111111111110011111111111,1024
197,70,2147477504,2147478527,1.1805916e21,2.3611831e21,01100010100000000000000000000000,01100010111111111111111111111111,8388608,17,2,19,2,10,Posit32(1.1805916207174113e21),Posit32(2.3600303199302158e21),01111111111111111110100000000000,01111111111111111110101111111111,1024
198,71,2147478528,2147479551,2.3611832e21,4.7223662e21,01100011000000000000000000000000,01100011011111111111111111111111,8388608,17,3,19,2,10,Posit32(2.3611832414348226e21),Posit32(4.7200606398604315e21),01111111111111111110110000000000,01111111111111111110111111111111,1024
199,72,2147479552,2147480063,4.7223665e21,9.4447324e21,01100011100000000000000000000000,01100011111111111111111111111111,8388608,18,0,20,2,9,Posit32(4.722366482869645e21),Posit32(9.435509593702436e21),01111111111111111111000000000000,01111111111111111111000111111111,512
200,73,2147480064,2147480575,9.444733e21,1.8889465e22,01100100000000000000000000000000,01100100011111111111111111111111,8388608,18,1,20,2,9,Posit32(9.44473296573929e21),Posit32(1.8871019187404871e22),01111111111111111111001000000000,01111111111111111111001111111111,512
201,74,2147480576,2147481087,1.8889466e22,3.777893e22,01100100100000000000000000000000,01100100111111111111111111111111,8388608,18,2,20,2,9,Posit32(1.888946593147858e22),Posit32(3.7742038374809743e22),01111111111111111111010000000000,01111111111111111111010111111111,512
202,75,2147481088,2147481599,3.7778932e22,7.555786e22,01100101000000000000000000000000,01100101011111111111111111111111,8388608,18,3,20,2,9,Posit32(3.777893186295716e22),Posit32(7.5484076749619485e22),01111111111111111111011000000000,01111111111111111111011111111111,512
203,76,2147481600,2147481855,7.5557864e22,1.5111572e23,01100101100000000000000000000000,01100101111111111111111111111111,8388608,19,0,21,2,8,Posit32(7.555786372591432e22),Posit32(1.508205795466493e23),01111111111111111111100000000000,01111111111111111111100011111111,256
204,77,2147481856,2147482111,1.5111573e23,3.0223144e23,01100110000000000000000000000000,01100110011111111111111111111111,8388608,19,1,21,2,8,Posit32(1.5111572745182865e23),Posit32(3.016411590932986e23),01111111111111111111100100000000,01111111111111111111100111111111,256
205,78,2147482112,2147482367,3.0223145e23,6.0446287e23,01100110100000000000000000000000,01100110111111111111111111111111,8388608,19,2,21,2,8,Posit32(3.022314549036573e23),Posit32(6.032823181865972e23),01111111111111111111101000000000,01111111111111111111101011111111,256
206,79,2147482368,2147482623,6.044629e23,1.20892575e24,01100111000000000000000000000000,01100111011111111111111111111111,8388608,19,3,21,2,8,Posit32(6.044629098073146e23),Posit32(1.2065646363731944e24),01111111111111111111101100000000,01111111111111111111101111111111,256
207,80,2147482624,2147482751,1.2089258e24,2.4178515e24,01100111100000000000000000000000,01100111111111111111111111111111,8388608,20,0,22,2,7,Posit32(1.2089258196146292e24),Posit32(2.408406906263519e24),01111111111111111111110000000000,01111111111111111111110001111111,128
208,81,2147482752,2147482879,2.4178516e24,4.835703e24,01101000000000000000000000000000,01101000011111111111111111111111,8388608,20,1,22,2,7,Posit32(2.4178516392292583e24),Posit32(4.816813812527038e24),01111111111111111111110010000000,01111111111111111111110011111111,128
209,82,2147482880,2147483007,4.8357033e24,9.671406e24,01101000100000000000000000000000,01101000111111111111111111111111,8388608,20,2,22,2,7,Posit32(4.835703278458517e24),Posit32(9.633627625054076e24),01111111111111111111110100000000,01111111111111111111110101111111,128
210,83,2147483008,2147483135,9.671407e24,1.9342812e25,01101001000000000000000000000000,01101001011111111111111111111111,8388608,20,3,22,2,7,Posit32(9.671406556917033e24),Posit32(1.9267255250108152e25),01111111111111111111110110000000,01111111111111111111110111111111,128
211,84,2147483136,2147483199,1.9342813e25,3.8685624e25,01101001100000000000000000000000,01101001111111111111111111111111,8388608,21,0,23,2,6,Posit32(1.9342813113834067e25),Posit32(3.8383394772764476e25),01111111111111111111111000000000,01111111111111111111111000111111,64
212,85,2147483200,2147483263,3.8685626e25,7.737125e25,01101010000000000000000000000000,01101010011111111111111111111111,8388608,21,1,23,2,6,Posit32(3.8685626227668134e25),Posit32(7.676678954552895e25),01111111111111111111111001000000,01111111111111111111111001111111,64
213,86,2147483264,2147483327,7.7371252e25,1.547425e26,01101010100000000000000000000000,01101010111111111111111111111111,8388608,21,2,23,2,6,Posit32(7.737125245533627e25),Posit32(1.535335790910579e26),01111111111111111111111010000000,01111111111111111111111010111111,64
214,87,2147483328,2147483391,1.5474251e26,3.09485e26,01101011000000000000000000000000,01101011011111111111111111111111,8388608,21,3,23,2,6,Posit32(1.5474250491067253e26),Posit32(3.070671581821158e26),01111111111111111111111011000000,01111111111111111111111011111111,64
215,88,2147483392,2147483423,3.0948501e26,6.1897e26,01101011100000000000000000000000,01101011111111111111111111111111,8388608,22,0,24,2,5,Posit32(3.094850098213451e26),Posit32(6.092986130857731e26),01111111111111111111111100000000,01111111111111111111111100011111,32
216,89,2147483424,2147483455,6.1897002e26,1.23794e27,01101100000000000000000000000000,01101100011111111111111111111111,8388608,22,1,24,2,5,Posit32(6.189700196426902e26),Posit32(1.2185972261715462e27),01111111111111111111111100100000,01111111111111111111111100111111,32
217,90,2147483456,2147483487,1.2379401e27,2.47588e27,01101100100000000000000000000000,01101100111111111111111111111111,8388608,22,2,24,2,5,Posit32(1.2379400392853803e27),Posit32(2.4371944523430924e27),01111111111111111111111101000000,01111111111111111111111101011111,32
218,91,2147483488,2147483519,2.4758801e27,4.95176e27,01101101000000000000000000000000,01101101011111111111111111111111,8388608,22,3,24,2,5,Posit32(2.4758800785707605e27),Posit32(4.874388904686185e27),01111111111111111111111101100000,01111111111111111111111101111111,32
219,92,2147483520,2147483535,4.9517602e27,9.90352e27,01101101100000000000000000000000,01101101111111111111111111111111,8388608,23,0,25,2,4,Posit32(4.951760157141521e27),Posit32(9.594035304461697e27),01111111111111111111111110000000,01111111111111111111111110001111,16
220,93,2147483536,2147483551,9.9035203e27,1.980704e28,01101110000000000000000000000000,01101110011111111111111111111111,8388608,23,1,25,2,4,Posit32(9.903520314283042e27),Posit32(1.9188070608923394e28),01111111111111111111111110010000,01111111111111111111111110011111,16
221,94,2147483552,2147483567,1.9807041e28,3.961408e28,01101110100000000000000000000000,01101110111111111111111111111111,8388608,23,2,25,2,4,Posit32(1.9807040628566084e28),Posit32(3.837614121784679e28),01111111111111111111111110100000,01111111111111111111111110101111,16
222,95,2147483568,2147483583,3.9614081e28,7.922816e28,01101111000000000000000000000000,01101111011111111111111111111111,8388608,23,3,25,2,4,Posit32(3.961408125713217e28),Posit32(7.675228243569358e28),01111111111111111111111110110000,01111111111111111111111110111111,16
