E,E_actual,bits_lower,bits_upper,f_lower,f_upper,float_lower_interval_cap,float_upper_interval_cap,num_floats_in_interval,k,e,regime_length,exponent_bits_length,fraction_bits,p_lower,p_upper,posit_lower_interval_cap,posit_upper_interval_cap,num_posits_in_interval
1,-126,4294967295,4294967295,-2.3509886e-38,-1.1754944e-38,10000000100000000000000000000000,10000000111111111111111111111111,8388608,-30,0,31,0,0,Posit32(-7.52316384526264e-37),Posit32(-7.52316384526264e-37),11111111111111111111111111111111,11111111111111111111111111111111,1
2,-125,4294967295,4294967295,-4.701977e-38,-2.3509887e-38,10000001000000000000000000000000,10000001011111111111111111111111,8388608,-30,0,31,0,0,Posit32(-7.52316384526264e-37),Posit32(-7.52316384526264e-37),11111111111111111111111111111111,11111111111111111111111111111111,1
3,-124,4294967295,4294967295,-9.403954e-38,-4.7019774e-38,10000001100000000000000000000000,10000001111111111111111111111111,8388608,-30,0,31,0,0,Posit32(-7.52316384526264e-37),Posit32(-7.52316384526264e-37),11111111111111111111111111111111,11111111111111111111111111111111,1
4,-123,4294967295,4294967295,-1.8807908e-37,-9.403955e-38,10000010000000000000000000000000,10000010011111111111111111111111,8388608,-30,0,31,0,0,Posit32(-7.52316384526264e-37),Posit32(-7.52316384526264e-37),11111111111111111111111111111111,11111111111111111111111111111111,1
5,-122,4294967295,4294967295,-3.7615817e-37,-1.880791e-37,10000010100000000000000000000000,10000010111111111111111111111111,8388608,-30,0,31,0,0,Posit32(-7.52316384526264e-37),Posit32(-7.52316384526264e-37),11111111111111111111111111111111,11111111111111111111111111111111,1
6,-121,4294967295,4294967295,-7.5231634e-37,-3.761582e-37,10000011000000000000000000000000,10000011011111111111111111111111,8388608,-30,0,31,0,0,Posit32(-7.52316384526264e-37),Posit32(-7.52316384526264e-37),11111111111111111111111111111111,11111111111111111111111111111111,1
7,-120,4294967295,4294967295,-1.5046327e-36,-7.523164e-37,10000011100000000000000000000000,10000011111111111111111111111111,8388608,-30,0,31,0,0,Posit32(-7.52316384526264e-37),Posit32(-7.52316384526264e-37),11111111111111111111111111111111,11111111111111111111111111111111,1
8,-119,4294967295,4294967295,-3.0092654e-36,-1.5046328e-36,10000100000000000000000000000000,10000100011111111111111111111111,8388608,-30,0,31,0,0,Posit32(-7.52316384526264e-37),Posit32(-7.52316384526264e-37),11111111111111111111111111111111,11111111111111111111111111111111,1
9,-118,4294967295,4294967295,-6.0185307e-36,-3.0092655e-36,10000100100000000000000000000000,10000100111111111111111111111111,8388608,-30,0,31,0,0,Posit32(-7.52316384526264e-37),Posit32(-7.52316384526264e-37),11111111111111111111111111111111,11111111111111111111111111111111,1
10,-117,4294967294,4294967294,-1.20370614e-35,-6.018531e-36,10000101000000000000000000000000,10000101011111111111111111111111,8388608,-29,0,30,1,0,Posit32(-1.2037062152420224e-35),Posit32(-1.2037062152420224e-35),11111111111111111111111111111110,11111111111111111111111111111110,1
11,-116,4294967294,4294967294,-2.4074123e-35,-1.2037062e-35,10000101100000000000000000000000,10000101111111111111111111111111,8388608,-29,0,30,1,0,Posit32(-1.2037062152420224e-35),Posit32(-1.2037062152420224e-35),11111111111111111111111111111110,11111111111111111111111111111110,1
12,-115,4294967293,4294967293,-4.8148246e-35,-2.4074124e-35,10000110000000000000000000000000,10000110011111111111111111111111,8388608,-29,1,30,1,0,Posit32(-4.81482486096809e-35),Posit32(-4.81482486096809e-35),11111111111111111111111111111101,11111111111111111111111111111101,1
13,-114,4294967293,4294967293,-9.629649e-35,-4.814825e-35,10000110100000000000000000000000,10000110111111111111111111111111,8388608,-29,1,30,1,0,Posit32(-4.81482486096809e-35),Posit32(-4.81482486096809e-35),11111111111111111111111111111101,11111111111111111111111111111101,1
14,-113,4294967292,4294967292,-1.9259298e-34,-9.62965e-35,10000111000000000000000000000000,10000111011111111111111111111111,8388608,-28,0,29,2,0,Posit32(-1.925929944387236e-34),Posit32(-1.925929944387236e-34),11111111111111111111111111111100,11111111111111111111111111111100,1
15,-112,4294967292,4294967292,-3.8518597e-34,-1.92593e-34,10000111100000000000000000000000,10000111111111111111111111111111,8388608,-28,0,29,2,0,Posit32(-1.925929944387236e-34),Posit32(-1.925929944387236e-34),11111111111111111111111111111100,11111111111111111111111111111100,1
16,-111,4294967291,4294967291,-7.7037193e-34,-3.85186e-34,10001000000000000000000000000000,10001000011111111111111111111111,8388608,-28,1,29,2,0,Posit32(-3.851859888774472e-34),Posit32(-3.851859888774472e-34),11111111111111111111111111111011,11111111111111111111111111111011,1
17,-110,4294967290,4294967290,-1.5407439e-33,-7.70372e-34,10001000100000000000000000000000,10001000111111111111111111111111,8388608,-28,2,29,2,0,Posit32(-7.703719777548943e-34),Posit32(-7.703719777548943e-34),11111111111111111111111111111010,11111111111111111111111111111010,1
18,-109,4294967289,4294967289,-3.0814877e-33,-1.540744e-33,10001001000000000000000000000000,10001001011111111111111111111111,8388608,-28,3,29,2,0,Posit32(-1.5407439555097887e-33),Posit32(-1.5407439555097887e-33),11111111111111111111111111111001,11111111111111111111111111111001,1
19,-108,4294967287,4294967288,-6.1629755e-33,-3.081488e-33,10001001100000000000000000000000,10001001111111111111111111111111,8388608,-27,0,28,2,1,Posit32(-4.622231866529366e-33),Posit32(-3.0814879110195774e-33),11111111111111111111111111110111,11111111111111111111111111111000,2
20,-107,4294967285,4294967286,-1.2325951e-32,-6.162976e-33,10001010000000000000000000000000,10001010011111111111111111111111,8388608,-27,1,28,2,1,Posit32(-9.244463733058732e-33),Posit32(-6.162975822039155e-33),11111111111111111111111111110101,11111111111111111111111111110110,2
21,-106,4294967283,4294967284,-2.4651902e-32,-1.2325952e-32,10001010100000000000000000000000,10001010111111111111111111111111,8388608,-27,2,28,2,1,Posit32(-1.8488927466117464e-32),Posit32(-1.232595164407831e-32),11111111111111111111111111110011,11111111111111111111111111110100,2
22,-105,4294967281,4294967282,-4.9303804e-32,-2.4651903e-32,10001011000000000000000000000000,10001011011111111111111111111111,8388608,-27,3,28,2,1,Posit32(-3.697785493223493e-32),Posit32(-2.465190328815662e-32),11111111111111111111111111110001,11111111111111111111111111110010,2
23,-104,4294967277,4294967280,-9.860761e-32,-4.9303807e-32,10001011100000000000000000000000,10001011111111111111111111111111,8388608,-26,0,27,2,2,Posit32(-8.628166150854817e-32),Posit32(-4.930380657631324e-32),11111111111111111111111111101101,11111111111111111111111111110000,4
24,-103,4294967273,4294967276,-1.9721521e-31,-9.8607613e-32,10001100000000000000000000000000,10001100011111111111111111111111,8388608,-26,1,27,2,2,Posit32(-1.7256332301709633e-31),Posit32(-9.860761315262648e-32),11111111111111111111111111101001,11111111111111111111111111101100,4
25,-102,4294967269,4294967272,-3.9443043e-31,-1.9721523e-31,10001100100000000000000000000000,10001100111111111111111111111111,8388608,-26,2,27,2,2,Posit32(-3.4512664603419266e-31),Posit32(-1.9721522630525295e-31),11111111111111111111111111100101,11111111111111111111111111101000,4
26,-101,4294967265,4294967268,-7.8886086e-31,-3.9443045e-31,10001101000000000000000000000000,10001101011111111111111111111111,8388608,-26,3,27,2,2,Posit32(-6.902532920683853e-31),Posit32(-3.944304526105059e-31),11111111111111111111111111100001,11111111111111111111111111100100,4
27,-100,4294967257,4294967264,-1.5777217e-30,-7.888609e-31,10001101100000000000000000000000,10001101111111111111111111111111,8388608,-25,0,26,2,3,Posit32(-1.4791141972893971e-30),Posit32(-7.888609052210118e-31),11111111111111111111111111011001,11111111111111111111111111100000,8
28,-99,4294967249,4294967256,-3.1554434e-30,-1.5777218e-30,10001110000000000000000000000000,10001110011111111111111111111111,8388608,-25,1,26,2,3,Posit32(-2.9582283945787943e-30),Posit32(-1.5777218104420236e-30),11111111111111111111111111010001,11111111111111111111111111011000,8
29,-98,4294967241,4294967248,-6.310887e-30,-3.1554436e-30,10001110100000000000000000000000,10001110111111111111111111111111,8388608,-25,2,26,2,3,Posit32(-5.9164567891575885e-30),Posit32(-3.1554436208840472e-30),11111111111111111111111111001001,11111111111111111111111111010000,8
30,-97,4294967233,4294967240,-1.2621774e-29,-6.3108872e-30,10001111000000000000000000000000,10001111011111111111111111111111,8388608,-25,3,26,2,3,Posit32(-1.1832913578315177e-29),Posit32(-6.310887241768095e-30),11111111111111111111111111000001,11111111111111111111111111001000,8
31,-96,4294967217,4294967232,-2.5243547e-29,-1.2621775e-29,10001111100000000000000000000000,10001111111111111111111111111111,8388608,-24,0,25,2,4,Posit32(-2.4454688061851366e-29),Posit32(-1.262177448353619e-29),11111111111111111111111110110001,11111111111111111111111111000000,16
32,-95,4294967201,4294967216,-5.0487095e-29,-2.524355e-29,10010000000000000000000000000000,10010000011111111111111111111111,8388608,-24,1,25,2,4,Posit32(-4.890937612370273e-29),Posit32(-2.524354896707238e-29),11111111111111111111111110100001,11111111111111111111111110110000,16
33,-94,4294967185,4294967200,-1.0097419e-28,-5.04871e-29,10010000100000000000000000000000,10010000111111111111111111111111,8388608,-24,2,25,2,4,Posit32(-9.781875224740546e-29),Posit32(-5.048709793414476e-29),11111111111111111111111110010001,11111111111111111111111110100000,16
34,-93,4294967169,4294967184,-2.0194838e-28,-1.009742e-28,10010001000000000000000000000000,10010001011111111111111111111111,8388608,-24,3,25,2,4,Posit32(-1.9563750449481093e-28),Posit32(-1.0097419586828951e-28),11111111111111111111111110000001,11111111111111111111111110010000,16
35,-92,4294967137,4294967168,-4.0389676e-28,-2.019484e-28,10010001100000000000000000000000,10010001111111111111111111111111,8388608,-23,0,24,2,5,Posit32(-3.9758589623138995e-28),Posit32(-2.0194839173657902e-28),11111111111111111111111101100001,11111111111111111111111110000000,32
36,-91,4294967105,4294967136,-8.077935e-28,-4.038968e-28,10010010000000000000000000000000,10010010011111111111111111111111,8388608,-23,1,24,2,5,Posit32(-7.951717924627799e-28),Posit32(-4.0389678347315804e-28),11111111111111111111111101000001,11111111111111111111111101100000,32
37,-90,4294967073,4294967104,-1.615587e-27,-8.077936e-28,10010010100000000000000000000000,10010010111111111111111111111111,8388608,-23,2,24,2,5,Posit32(-1.5903435849255598e-27),Posit32(-8.077935669463161e-28),11111111111111111111111100100001,11111111111111111111111101000000,32
38,-89,4294967041,4294967072,-3.231174e-27,-1.6155871e-27,10010011000000000000000000000000,10010011011111111111111111111111,8388608,-23,3,24,2,5,Posit32(-3.1806871698511196e-27),Posit32(-1.6155871338926322e-27),11111111111111111111111100000001,11111111111111111111111100100000,32
39,-88,4294966977,4294967040,-6.462348e-27,-3.2311743e-27,10010011100000000000000000000000,10010011111111111111111111111111,8388608,-22,0,23,2,6,Posit32(-6.411861437636384e-27),Posit32(-3.2311742677852644e-27),11111111111111111111111011000001,11111111111111111111111100000000,64
40,-87,4294966913,4294966976,-1.2924696e-26,-6.4623485e-27,10010100000000000000000000000000,10010100011111111111111111111111,8388608,-22,1,23,2,6,Posit32(-1.2823722875272768e-26),Posit32(-6.462348535570529e-27),11111111111111111111111010000001,11111111111111111111111011000000,64
41,-86,4294966849,4294966912,-2.5849393e-26,-1.2924697e-26,10010100100000000000000000000000,10010100111111111111111111111111,8388608,-22,2,23,2,6,Posit32(-2.5647445750545536e-26),Posit32(-1.2924697071141057e-26),11111111111111111111111001000001,11111111111111111111111010000000,64
42,-85,4294966785,4294966848,-5.1698785e-26,-2.5849394e-26,10010101000000000000000000000000,10010101011111111111111111111111,8388608,-22,3,23,2,6,Posit32(-5.129489150109107e-26),Posit32(-2.5849394142282115e-26),11111111111111111111111000000001,11111111111111111111111001000000,64
43,-84,4294966657,4294966784,-1.0339757e-25,-5.169879e-26,10010101100000000000000000000000,10010101111111111111111111111111,8388608,-21,0,22,2,7,Posit32(-1.029936797856553e-25),Posit32(-5.169878828456423e-26),11111111111111111111110110000001,11111111111111111111111000000000,128
44,-83,4294966529,4294966656,-2.0679514e-25,-1.0339758e-25,10010110000000000000000000000000,10010110011111111111111111111111,8388608,-21,1,22,2,7,Posit32(-2.059873595713106e-25),Posit32(-1.0339757656912846e-25),11111111111111111111110100000001,11111111111111111111110110000000,128
45,-82,4294966401,4294966528,-4.1359028e-25,-2.0679515e-25,10010110100000000000000000000000,10010110111111111111111111111111,8388608,-21,2,22,2,7,Posit32(-4.119747191426212e-25),Posit32(-2.0679515313825692e-25),11111111111111111111110010000001,11111111111111111111110100000000,128
46,-81,4294966273,4294966400,-8.2718056e-25,-4.135903e-25,10010111000000000000000000000000,10010111011111111111111111111111,8388608,-21,3,22,2,7,Posit32(-8.239494382852424e-25),Posit32(-4.1359030627651384e-25),11111111111111111111110000000001,11111111111111111111110010000000,128
47,-80,4294966017,4294966272,-1.6543611e-24,-8.271806e-25,10010111100000000000000000000000,10010111111111111111111111111111,8388608,-20,0,21,2,8,Posit32(-1.65113005083827e-24),Posit32(-8.271806125530277e-25),11111111111111111111101100000001,11111111111111111111110000000000,256
48,-79,4294965761,4294966016,-3.3087223e-24,-1.6543612e-24,10011000000000000000000000000000,10011000011111111111111111111111,8388608,-20,1,21,2,8,Posit32(-3.30226010167654e-24),Posit32(-1.6543612251060553e-24),11111111111111111111101000000001,11111111111111111111101100000000,256
49,-78,4294965505,4294965760,-6.6174445e-24,-3.3087225e-24,10011000100000000000000000000000,10011000111111111111111111111111,8388608,-20,2,21,2,8,Posit32(-6.60452020335308e-24),Posit32(-3.308722450212111e-24),11111111111111111111100100000001,11111111111111111111101000000000,256
50,-77,4294965249,4294965504,-1.3234889e-23,-6.617445e-24,10011001000000000000000000000000,10011001011111111111111111111111,8388608,-20,3,21,2,8,Posit32(-1.320904040670616e-23),Posit32(-6.617444900424222e-24),11111111111111111111100000000001,11111111111111111111100100000000,256
51,-76,4294964737,4294965248,-2.6469778e-23,-1.323489e-23,10011001100000000000000000000000,10011001111111111111111111111111,8388608,-19,0,20,2,9,Posit32(-2.6443930207554603e-23),Posit32(-1.3234889800848443e-23),11111111111111111111011000000001,11111111111111111111100000000000,512
52,-75,4294964225,4294964736,-5.2939556e-23,-2.646978e-23,10011010000000000000000000000000,10011010011111111111111111111111,8388608,-19,1,20,2,9,Posit32(-5.2887860415109207e-23),Posit32(-2.6469779601696886e-23),11111111111111111111010000000001,11111111111111111111011000000000,512
53,-74,4294963713,4294964224,-1.0587911e-22,-5.293956e-23,10011010100000000000000000000000,10011010111111111111111111111111,8388608,-19,2,20,2,9,Posit32(-1.0577572083021841e-22),Posit32(-5.293955920339377e-23),11111111111111111111001000000001,11111111111111111111010000000000,512
54,-73,4294963201,4294963712,-2.1175822e-22,-1.0587912e-22,10011011000000000000000000000000,10011011011111111111111111111111,8388608,-19,3,20,2,9,Posit32(-2.1155144166043683e-22),Posit32(-1.0587911840678754e-22),11111111111111111111000000000001,11111111111111111111001000000000,512
55,-72,4294962177,4294963200,-4.2351645e-22,-2.1175824e-22,10011011100000000000000000000000,10011011111111111111111111111111,8388608,-18,0,19,2,10,Posit32(-4.233096784740119e-22),Posit32(-2.117582368135751e-22),11111111111111111110110000000001,11111111111111111111000000000000,1024
56,-71,4294961153,4294962176,-8.470329e-22,-4.2351647e-22,10011100000000000000000000000000,10011100011111111111111111111111,8388608,-18,1,19,2,10,Posit32(-8.466193569480238e-22),Posit32(-4.235164736271502e-22),11111111111111111110100000000001,11111111111111111110110000000000,1024
57,-70,4294960129,4294961152,-1.6940658e-21,-8.4703295e-22,10011100100000000000000000000000,10011100111111111111111111111111,8388608,-18,2,19,2,10,Posit32(-1.6932387138960477e-21),Posit32(-8.470329472543003e-22),11111111111111111110010000000001,11111111111111111110100000000000,1024
58,-69,4294959105,4294960128,-3.3881316e-21,-1.6940659e-21,10011101000000000000000000000000,10011101011111111111111111111111,8388608,-18,3,19,2,10,Posit32(-3.3864774277920953e-21),Posit32(-1.6940658945086007e-21),11111111111111111110000000000001,11111111111111111110010000000000,1024
59,-68,4294957057,4294959104,-6.776263e-21,-3.3881318e-21,10011101100000000000000000000000,10011101111111111111111111111111,8388608,-17,0,18,2,11,Posit32(-6.774609216809297e-21),Posit32(-3.3881317890172014e-21),11111111111111111101100000000001,11111111111111111110000000000000,2048
60,-67,4294955009,4294957056,-1.3552526e-20,-6.7762636e-21,10011110000000000000000000000000,10011110011111111111111111111111,8388608,-17,1,18,2,11,Posit32(-1.3549218433618593e-20),Posit32(-6.776263578034403e-21),11111111111111111101000000000001,11111111111111111101100000000000,2048
61,-66,4294952961,4294955008,-2.7105053e-20,-1.3552527e-20,10011110100000000000000000000000,10011110111111111111111111111111,8388608,-17,2,18,2,11,Posit32(-2.7098436867237187e-20),Posit32(-1.3552527156068805e-20),11111111111111111100100000000001,11111111111111111101000000000000,2048
62,-65,4294950913,4294952960,-5.4210105e-20,-2.7105054e-20,10011111000000000000000000000000,10011111011111111111111111111111,8388608,-17,3,18,2,11,Posit32(-5.4196873734474373e-20),Posit32(-2.710505431213761e-20),11111111111111111100000000000001,11111111111111111100100000000000,2048
63,-64,4294946817,4294950912,-1.0842021e-19,-5.421011e-20,10011111100000000000000000000000,10011111111111111111111111111111,8388608,-16,0,17,2,12,Posit32(-1.084069823587496e-19),Posit32(-5.421010862427522e-20),11111111111111111011000000000001,11111111111111111100000000000000,4096
64,-63,4294942721,4294946816,-2.1684042e-19,-1.0842022e-19,10100000000000000000000000000000,10100000011111111111111111111111,8388608,-16,1,17,2,12,Posit32(-2.168139647174992e-19),Posit32(-1.0842021724855044e-19),11111111111111111010000000000001,11111111111111111011000000000000,4096
65,-62,4294938625,4294942720,-4.3368084e-19,-2.1684043e-19,10100000100000000000000000000000,10100000111111111111111111111111,8388608,-16,2,17,2,12,Posit32(-4.336279294349984e-19),Posit32(-2.168404344971009e-19),11111111111111111001000000000001,11111111111111111010000000000000,4096
66,-61,4294934529,4294938624,-8.673617e-19,-4.3368087e-19,10100001000000000000000000000000,10100001011111111111111111111111,8388608,-16,3,17,2,12,Posit32(-8.672558588699968e-19),Posit32(-4.336808689942018e-19),11111111111111111000000000000001,11111111111111111001000000000000,4096
67,-60,4294926337,4294934528,-1.7347234e-18,-8.6736174e-19,10100001100000000000000000000000,10100001111111111111111111111111,8388608,-15,0,16,2,13,Posit32(-1.7346175968584003e-18),Posit32(-8.673617379884035e-19),11111111111111110110000000000001,11111111111111111000000000000000,8192
68,-59,4294918145,4294926336,-3.4694467e-18,-1.7347235e-18,10100010000000000000000000000000,10100010011111111111111111111111,8388608,-15,1,16,2,13,Posit32(-3.4692351937168006e-18),Posit32(-1.734723475976807e-18),11111111111111110100000000000001,11111111111111110110000000000000,8192
69,-58,4294909953,4294918144,-6.9388935e-18,-3.469447e-18,10100010100000000000000000000000,10100010111111111111111111111111,8388608,-15,2,16,2,13,Posit32(-6.938470387433601e-18),Posit32(-3.469446951953614e-18),11111111111111110010000000000001,11111111111111110100000000000000,8192
70,-57,4294901761,4294909952,-1.3877787e-17,-6.938894e-18,10100011000000000000000000000000,10100011011111111111111111111111,8388608,-15,3,16,2,13,Posit32(-1.3876940774867202e-17),Posit32(-6.938893903907228e-18),11111111111111110000000000000001,11111111111111110010000000000000,8192
71,-56,4294885377,4294901760,-2.7755574e-17,-1.3877788e-17,10100011100000000000000000000000,10100011111111111111111111111111,8388608,-14,0,15,2,14,Posit32(-2.775472858268166e-17),Posit32(-1.3877787807814457e-17),11111111111111101100000000000001,11111111111111110000000000000000,16384
72,-55,4294868993,4294885376,-5.5511148e-17,-2.7755576e-17,10100100000000000000000000000000,10100100011111111111111111111111,8388608,-14,1,15,2,14,Posit32(-5.550945716536332e-17),Posit32(-2.7755575615628914e-17),11111111111111101000000000000001,11111111111111101100000000000000,16384
73,-54,4294852609,4294868992,-1.11022296e-16,-5.551115e-17,10100100100000000000000000000000,10100100111111111111111111111111,8388608,-14,2,15,2,14,Posit32(-1.1101891433072664e-16),Posit32(-5.551115123125783e-17),11111111111111100100000000000001,11111111111111101000000000000000,16384
74,-53,4294836225,4294852608,-2.2204459e-16,-1.110223e-16,10100101000000000000000000000000,10100101011111111111111111111111,8388608,-14,3,15,2,14,Posit32(-2.2203782866145327e-16),Posit32(-1.1102230246251565e-16),11111111111111100000000000000001,11111111111111100100000000000000,16384
75,-52,4294803457,4294836224,-4.4408918e-16,-2.220446e-16,10100101100000000000000000000000,10100101111111111111111111111111,8388608,-13,0,14,2,15,Posit32(-4.440824335864846e-16),Posit32(-2.220446049250313e-16),11111111111111011000000000000001,11111111111111100000000000000000,32768
76,-51,4294770689,4294803456,-8.8817837e-16,-4.440892e-16,10100110000000000000000000000000,10100110011111111111111111111111,8388608,-13,1,14,2,15,Posit32(-8.881648671729692e-16),Posit32(-4.440892098500626e-16),11111111111111010000000000000001,11111111111111011000000000000000,32768
77,-50,4294737921,4294770688,-1.7763567e-15,-8.881784e-16,10100110100000000000000000000000,10100110111111111111111111111111,8388608,-13,2,14,2,15,Posit32(-1.7763297343459383e-15),Posit32(-8.881784197001252e-16),11111111111111001000000000000001,11111111111111010000000000000000,32768
78,-49,4294705153,4294737920,-3.5527135e-15,-1.7763568e-15,10100111000000000000000000000000,10100111011111111111111111111111,8388608,-13,3,14,2,15,Posit32(-3.5526594686918767e-15),Posit32(-1.7763568394002505e-15),11111111111111000000000000000001,11111111111111001000000000000000,32768
79,-48,4294639617,4294705152,-7.105427e-15,-3.5527137e-15,10100111100000000000000000000000,10100111111111111111111111111111,8388608,-12,0,13,2,16,Posit32(-7.1053731474923776e-15),Posit32(-3.552713678800501e-15),11111111111110110000000000000001,11111111111111000000000000000000,65536
80,-47,4294574081,4294639616,-1.4210854e-14,-7.1054274e-15,10101000000000000000000000000000,10101000011111111111111111111111,8388608,-12,1,13,2,16,Posit32(-1.4210746294984755e-14),Posit32(-7.105427357601002e-15),11111111111110100000000000000001,11111111111110110000000000000000,65536
81,-46,4294508545,4294574080,-2.8421708e-14,-1.4210855e-14,10101000100000000000000000000000,10101000111111111111111111111111,8388608,-12,2,13,2,16,Posit32(-2.842149258996951e-14),Posit32(-1.4210854715202004e-14),11111111111110010000000000000001,11111111111110100000000000000000,65536
82,-45,4294443009,4294508544,-5.6843415e-14,-2.842171e-14,10101001000000000000000000000000,10101001011111111111111111111111,8388608,-12,3,13,2,16,Posit32(-5.684298517993902e-14),Posit32(-2.842170943040401e-14),11111111111110000000000000000001,11111111111110010000000000000000,65536
83,-44,4294311937,4294443008,-1.1368683e-13,-5.684342e-14,10101001100000000000000000000000,10101001111111111111111111111111,8388608,-11,0,12,2,17,Posit32(-1.1368640404074704e-13),Posit32(-5.684341886080802e-14),11111111111101100000000000000001,11111111111110000000000000000000,131072
84,-43,4294180865,4294311936,-2.2737366e-13,-1.1368684e-13,10101010000000000000000000000000,10101010011111111111111111111111,8388608,-11,1,12,2,17,Posit32(-2.2737280808149407e-13),Posit32(-1.1368683772161603e-13),11111111111101000000000000000001,11111111111101100000000000000000,131072
85,-42,4294049793,4294180864,-4.5474732e-13,-2.2737368e-13,10101010100000000000000000000000,10101010111111111111111111111111,8388608,-11,2,12,2,17,Posit32(-4.5474561616298814e-13),Posit32(-2.2737367544323206e-13),11111111111100100000000000000001,11111111111101000000000000000000,131072
86,-41,4293918721,4294049792,-9.0949465e-13,-4.5474735e-13,10101011000000000000000000000000,10101011011111111111111111111111,8388608,-11,3,12,2,17,Posit32(-9.094912323259763e-13),Posit32(-4.547473508864641e-13),11111111111100000000000000000001,11111111111100100000000000000000,131072
87,-40,4293656577,4293918720,-1.8189893e-12,-9.094947e-13,10101011100000000000000000000000,10101011111111111111111111111111,8388608,-10,0,11,2,18,Posit32(-1.8189859340989045e-12),Posit32(-9.094947017729282e-13),11111111111011000000000000000001,11111111111100000000000000000000,262144
88,-39,4293394433,4293656576,-3.6379786e-12,-1.8189894e-12,10101100000000000000000000000000,10101100011111111111111111111111,8388608,-10,1,11,2,18,Posit32(-3.637971868197809e-12),Posit32(-1.8189894035458565e-12),11111111111010000000000000000001,11111111111011000000000000000000,262144
89,-38,4293132289,4293394432,-7.275957e-12,-3.637979e-12,10101100100000000000000000000000,10101100111111111111111111111111,8388608,-10,2,11,2,18,Posit32(-7.275943736395618e-12),Posit32(-3.637978807091713e-12),11111111111001000000000000000001,11111111111010000000000000000000,262144
90,-37,4292870145,4293132288,-1.4551914e-11,-7.275958e-12,10101101000000000000000000000000,10101101011111111111111111111111,8388608,-10,3,11,2,18,Posit32(-1.4551887472791236e-11),Posit32(-7.275957614183426e-12),11111111111000000000000000000001,11111111111001000000000000000000,262144
91,-36,4292345857,4292870144,-2.9103829e-11,-1.4551915e-11,10101101100000000000000000000000,10101101111111111111111111111111,8388608,-9,0,10,2,19,Posit32(-2.9103802701158088e-11),Posit32(-1.4551915228366852e-11),11111111110110000000000000000001,11111111111000000000000000000000,524288
92,-35,4291821569,4292345856,-5.8207657e-11,-2.910383e-11,10101110000000000000000000000000,10101110011111111111111111111111,8388608,-9,1,10,2,19,Posit32(-5.8207605402316176e-11),Posit32(-2.9103830456733704e-11),11111111110100000000000000000001,11111111110110000000000000000000,524288
93,-34,4291297281,4291821568,-1.16415315e-10,-5.820766e-11,10101110100000000000000000000000,10101110111111111111111111111111,8388608,-9,2,10,2,19,Posit32(-1.1641521080463235e-10),Posit32(-5.820766091346741e-11),11111111110010000000000000000001,11111111110100000000000000000000,524288
94,-33,4290772993,4291297280,-2.3283063e-10,-1.1641532e-10,10101111000000000000000000000000,10101111011111111111111111111111,8388608,-9,3,10,2,19,Posit32(-2.328304216092647e-10),Posit32(-1.1641532182693481e-10),11111111110000000000000000000001,11111111110010000000000000000000,524288
95,-32,4289724417,4290772992,-4.6566126e-10,-2.3283064e-10,10101111100000000000000000000000,10101111111111111111111111111111,8388608,-8,0,9,2,20,Posit32(-4.6566106526313433e-10),Posit32(-2.3283064365386963e-10),11111111101100000000000000000001,11111111110000000000000000000000,1048576
96,-31,4288675841,4289724416,-9.313225e-10,-4.656613e-10,10110000000000000000000000000000,10110000011111111111111111111111,8388608,-8,1,9,2,20,Posit32(-9.313221305262687e-10),Posit32(-4.656612873077393e-10),11111111101000000000000000000001,11111111101100000000000000000000,1048576
97,-30,4287627265,4288675840,-1.862645e-9,-9.313226e-10,10110000100000000000000000000000,10110000111111111111111111111111,8388608,-8,2,9,2,20,Posit32(-1.8626442610525373e-9),Posit32(-9.313225746154785e-10),11111111100100000000000000000001,11111111101000000000000000000000,1048576
98,-29,4286578689,4287627264,-3.72529e-9,-1.8626451e-9,10110001000000000000000000000000,10110001011111111111111111111111,8388608,-8,3,9,2,20,Posit32(-3.7252885221050747e-9),Posit32(-1.862645149230957e-9),11111111100000000000000000000001,11111111100100000000000000000000,1048576
99,-28,4284481537,4286578688,-7.45058e-9,-3.7252903e-9,10110001100000000000000000000000,10110001111111111111111111111111,8388608,-7,0,8,2,21,Posit32(-7.450578820566989e-9),Posit32(-3.725290298461914e-9),11111111011000000000000000000001,11111111100000000000000000000000,2097152
100,-27,4282384385,4284481536,-1.490116e-8,-7.450581e-9,10110010000000000000000000000000,10110010011111111111111111111111,8388608,-7,1,8,2,21,Posit32(-1.4901157641133977e-8),Posit32(-7.450580596923828e-9),11111111010000000000000000000001,11111111011000000000000000000000,2097152
101,-26,4280287233,4282384384,-2.980232e-8,-1.4901161e-8,10110010100000000000000000000000,10110010111111111111111111111111,8388608,-7,2,8,2,21,Posit32(-2.9802315282267955e-8),Posit32(-1.4901161193847656e-8),11111111001000000000000000000001,11111111010000000000000000000000,2097152
102,-25,4278190081,4280287232,-5.960464e-8,-2.9802322e-8,10110011000000000000000000000000,10110011011111111111111111111111,8388608,-7,3,8,2,21,Posit32(-5.960463056453591e-8),Posit32(-2.9802322387695312e-8),11111111000000000000000000000001,11111111001000000000000000000000,2097152
